,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
6018,6,芝,1800m,曇,良,12,7,牝2,54,"
勝浦正樹
",160.9,14,416,0
6019,6,芝,1800m,曇,良,13,6,牝2,54,"
内田博幸
",7.8,4,388,0
6020,6,芝,1800m,曇,良,14,9,牝2,54,"
江田照男
",44.8,8,438,0
6021,7,ダート,1800m,曇,良,1,16,牝4,55,"
森泰斗
",4.1,2,552,-10
6022,7,ダート,1800m,曇,良,2,3,牡4,57,"
三浦皇成
",6.3,4,484,+6
6023,7,ダート,1800m,曇,良,3,10,牡3,56,"
大野拓弥
",3.8,1,554,+10
6024,7,ダート,1800m,曇,良,4,1,牡3,56,"
勝浦正樹
",41.8,13,506,+10
6025,7,ダート,1800m,曇,良,5,15,牡4,56,"
藤田菜七
",29.3,10,464,+10
6026,7,ダート,1800m,曇,良,6,8,牡4,57,"
武士沢友
",66.0,14,490,+6
6027,7,ダート,1800m,曇,良,7,13,牡3,56,"
田中勝春
",6.0,3,480,+2
6028,7,ダート,1800m,曇,良,8,6,牡3,55,"
木幡巧也
",174.1,16,444,-4
6029,7,ダート,1800m,曇,良,9,11,牡3,56,"
内田博幸
",18.7,7,504,+6
6030,7,ダート,1800m,曇,良,10,12,牡3,56,"
石川裕紀
",24.7,8,504,-2
6031,7,ダート,1800m,曇,良,11,9,牡3,53,"
木幡育也
",34.7,11,484,-2
6032,7,ダート,1800m,曇,良,12,4,牡3,56,"
嘉藤貴行
",125.8,15,478,+12
6033,7,ダート,1800m,曇,良,13,7,牡4,57,"
津村明秀
",11.0,5,474,+8
6034,7,ダート,1800m,曇,良,14,5,牡4,57,"
丹内祐次
",38.4,12,460,+4
6035,7,ダート,1800m,曇,良,15,14,牡4,57,"
蛯名正義
",28.3,9,500,0
6036,7,ダート,1800m,曇,良,16,2,牡3,56,"
柴田大知
",16.4,6,498,+2
6037,8,ダート,1200m,曇,良,1,11,牡4,57,"
田中勝春
",27.7,10,492,+20
6038,8,ダート,1200m,曇,良,2,12,牡4,57,"
松山弘平
",21.6,7,464,0
6039,8,ダート,1200m,曇,良,3,1,牡3,56,"
大野拓弥
",2.8,1,448,+6
6040,8,ダート,1200m,曇,良,4,5,牡4,57,"
江田照男
",6.6,3,504,+16
6041,8,ダート,1200m,曇,良,5,8,牝3,54,"
森泰斗
",10.7,5,478,-4
6042,8,ダート,1200m,曇,良,6,2,牡5,54,"
野中悠太
",140.3,15,502,+4
6043,8,ダート,1200m,曇,良,7,10,牝3,54,"
横山典弘
",22.5,9,448,+2
6044,8,ダート,1200m,曇,良,8,14,セ6,57,"
三浦皇成
",4.6,2,432,-10
6045,8,ダート,1200m,曇,良,9,15,牡6,57,"
国分恭介
",106.6,14,508,-2
6046,8,ダート,1200m,曇,良,10,7,牡6,57,"
瀧川寿希
",46.4,11,520,+10
6047,8,ダート,1200m,曇,良,11,4,牡3,56,"
丹内祐次
",22.2,8,498,+6
6048,8,ダート,1200m,曇,良,12,13,牡6,57,"
勝浦正樹
",270.9,16,488,+10
6049,8,ダート,1200m,曇,良,13,6,牡5,56,"
木幡巧也
",103.0,13,506,+10
6050,8,ダート,1200m,曇,良,14,9,牡5,57,"
蛯名正義
",17.0,6,506,+6
6051,8,ダート,1200m,曇,良,15,3,牡3,56,"
石川裕紀
",7.4,4,504,+8
6052,8,ダート,1200m,曇,良,16,16,牝5,55,"
津村明秀
",47.4,12,410,-10
6053,9,芝,外1200m,曇,良,1,7,牝2,54,"
大野拓弥
",1.7,1,474,0
6054,9,芝,外1200m,曇,良,2,12,牡2,55,"
柴田大知
",6.6,3,462,+4
6055,9,芝,外1200m,曇,良,3,6,牡2,55,"
三浦皇成
",4.8,2,452,+6
6056,9,芝,外1200m,曇,良,4,14,牝2,54,"
津村明秀
",18.7,4,438,-2
6057,9,芝,外1200m,曇,良,5,9,牝2,54,"
木幡巧也
",50.1,10,434,-4
6058,9,芝,外1200m,曇,良,6,8,牡2,55,"
杉原誠人
",424.6,14,454,+4
6059,9,芝,外1200m,曇,良,7,16,牝2,54,"
丹内祐次
",48.0,9,446,+10
6060,9,芝,外1200m,曇,良,8,2,牡2,55,"
松山弘平
",39.8,7,460,+10
6061,9,芝,外1200m,曇,良,9,3,牡2,55,"
勝浦正樹
",30.2,6,518,+2
6062,9,芝,外1200m,曇,良,10,15,牝2,54,"
内田博幸
",20.2,5,430,+4
6063,9,芝,外1200m,曇,良,11,5,牝2,54,"
田中勝春
",365.6,13,414,-6
6064,9,芝,外1200m,曇,良,12,13,牝2,54,"
森泰斗
",140.4,12,446,+2
6065,9,芝,外1200m,曇,良,13,10,牡2,55,"
嘉藤貴行
",632.0,15,456,0
6066,9,芝,外1200m,曇,良,14,1,牝2,54,"
石川裕紀
",67.5,11,442,-4
6067,9,芝,外1200m,曇,良,15,4,牝2,54,"
藤田菜七
",41.1,8,460,+4
6068,10,芝,1800m,曇,良,1,4,牝5,53,"
内田博幸
",14.3,7,478,0
6069,10,芝,1800m,曇,良,2,3,牝3,53,"
柴田善臣
",2.5,1,436,+2
6070,10,芝,1800m,曇,良,3,11,牝5,53,"
三浦皇成
",4.8,3,446,0
6071,10,芝,1800m,曇,良,4,9,セ5,55,"
杉原誠人
",14.0,6,506,+8
6072,10,芝,1800m,曇,良,5,6,牝5,55,"
大野拓弥
",4.8,2,432,-10
6073,10,芝,1800m,曇,良,6,10,牡7,52,"
勝浦正樹
",23.8,9,500,+2
6074,10,芝,1800m,曇,良,7,8,牝5,52,"
松山弘平
",13.8,5,488,-6
6075,10,芝,1800m,曇,良,8,13,セ7,55,"
蛯名正義
",10.0,4,476,+2
6076,10,芝,1800m,曇,良,9,7,牡3,52,"
柴田大知
",50.2,11,460,-2
6077,10,芝,1800m,曇,良,10,5,牝5,53,"
藤田菜七
",22.6,8,432,+6
6078,10,芝,1800m,曇,良,11,1,牝5,52,"
木幡巧也
",36.9,10,444,-18
6079,10,芝,1800m,曇,良,12,12,牡7,51,"
瀧川寿希
",179.5,12,520,+12
6080,11,ダート,1200m,曇,良,1,2,セ3,55,"
柴田大知
",3.6,1,480,+4
6081,11,ダート,1200m,曇,良,2,11,牡5,56,"
津村明秀
",34.2,11,488,+2
6082,11,ダート,1200m,曇,良,3,1,牡8,58,"
森泰斗
",5.7,2,530,+2
6083,11,ダート,1200m,曇,良,4,5,牡4,56,"
大野拓弥
",17.3,8,462,-4
6084,11,ダート,1200m,曇,良,5,3,牡5,56,"
石川裕紀
",26.2,10,492,+6
6085,11,ダート,1200m,曇,良,6,13,牝5,55,"
三浦皇成
",14.5,7,488,+4
6086,11,ダート,1200m,曇,良,7,7,牡6,56,"
田中勝春
",36.7,12,510,-2
6087,11,ダート,1200m,曇,良,8,8,牝4,54,"
横山典弘
",5.9,3,482,-4
6088,11,ダート,1200m,曇,良,9,4,牡7,56,"
内田博幸
",10.2,5,472,0
6089,11,ダート,1200m,曇,良,10,9,牡7,56,"
瀧川寿希
",18.6,9,478,-2
6090,11,ダート,1200m,曇,良,11,15,牡5,56,"
松山弘平
",12.2,6,518,+12
6091,11,ダート,1200m,曇,良,12,6,牡4,56,"
中井裕二
",8.0,4,468,0
6092,11,ダート,1200m,曇,良,13,12,牡7,56,"
国分恭介
",41.9,13,538,0
6093,11,ダート,1200m,曇,良,14,16,牡7,56,"
江田照男
",254.1,16,486,-2
6094,11,ダート,1200m,曇,良,15,10,牡6,56,"
勝浦正樹
",128.2,15,512,+18
6095,11,ダート,1200m,曇,良,16,14,牡6,56,"
藤田菜七
",51.0,14,526,+4
6096,12,芝,外1200m,曇,良,1,12,牝4,55,"
蛯名正義
",7.4,4,476,0
6097,12,芝,外1200m,曇,良,2,2,牡4,57,"
内田博幸
",24.7,8,480,+10
6098,12,芝,外1200m,曇,良,3,1,セ4,54,"
木幡育也
",27.9,9,444,+4
6099,12,芝,外1200m,曇,良,4,6,牡6,57,"
丹内祐次
",40.9,10,464,+12
6100,12,芝,外1200m,曇,良,5,4,牡3,55,"
山本咲希
",315.8,15,432,-6
6101,12,芝,外1200m,曇,良,6,7,牝3,51,"
野中悠太
",12.2,5,438,+8
6102,12,芝,外1200m,曇,良,7,11,牝3,54,"
津村明秀
",4.5,2,444,+6
6103,12,芝,外1200m,曇,良,8,3,牝4,55,"
杉原誠人
",18.3,7,434,+8
6104,12,芝,外1200m,曇,良,9,9,牡4,57,"
松山弘平
",2.9,1,492,+4
6105,12,芝,外1200m,曇,良,10,13,牝3,54,"
三浦皇成
",4.8,3,468,+2
6106,12,芝,外1200m,曇,良,11,15,牡5,56,"
木幡巧也
",157.3,14,464,-2
6107,12,芝,外1200m,曇,良,12,14,牝4,54,"
藤田菜七
",87.8,11,434,0
6108,12,芝,外1200m,曇,良,13,16,牝6,55,"
嶋田純次
",143.2,12,456,+10
6109,12,芝,外1200m,曇,良,14,10,牝9,55,"
宮崎北斗
",557.6,16,464,+2
6110,12,芝,外1200m,曇,良,15,8,牝6,55,"
森泰斗
",149.8,13,488,+8
6111,12,芝,外1200m,曇,良,16,5,牝4,55,"
大野拓弥
",12.5,6,454,+14
6112,1,ダート,1200m,晴,稍重,1,1,牝2,54,"
アヴドゥ
",8.0,4,440,+4
6113,1,ダート,1200m,晴,稍重,2,10,牝2,54,"
三浦皇成
",6.2,3,460,0
6114,1,ダート,1200m,晴,稍重,3,16,牝2,54,"
勝浦正樹
",104.7,10,452,+4
6115,1,ダート,1200m,晴,稍重,4,7,牝2,54,"
戸崎圭太
",2.0,1,452,-2
6116,1,ダート,1200m,晴,稍重,5,2,牝2,51,"
野中悠太
",26.3,7,446,+4
6117,1,ダート,1200m,晴,稍重,6,15,牝2,54,"
宮崎北斗
",51.0,8,454,+6
6118,1,ダート,1200m,晴,稍重,7,5,牝2,54,"
武士沢友
",26.1,6,424,+6
6119,1,ダート,1200m,晴,稍重,8,13,牝2,54,"
田中勝春
",5.9,2,480,-2
6120,1,ダート,1200m,晴,稍重,9,3,牝2,54,"
大野拓弥
",9.7,5,510,+2
6121,1,ダート,1200m,晴,稍重,10,4,牝2,51,"
木幡育也
",65.6,9,430,-8
6122,1,ダート,1200m,晴,稍重,11,8,牝2,54,"
北村宏司
",199.1,13,448,-8
6123,1,ダート,1200m,晴,稍重,12,11,牝2,54,"
黛弘人
",111.8,11,438,+12
6124,1,ダート,1200m,晴,稍重,13,14,牝2,53,"
武藤雅
",342.4,14,412,0
6125,1,ダート,1200m,晴,稍重,14,9,牝2,54,"
西田雄一
",173.2,12,444,+6
6126,1,ダート,1200m,晴,稍重,15,6,牝2,53,"
木幡巧也
",407.8,15,446,+6
6127,2,ダート,1800m,晴,稍重,1,15,牡2,55,"
田辺裕信
",4.2,3,514,+4
6128,2,ダート,1800m,晴,稍重,2,10,牡2,54,"
武藤雅
",3.4,2,496,+4
6129,2,ダート,1800m,晴,稍重,3,6,牡2,55,"
Ｃ．デム
",2.4,1,456,+2
6130,2,ダート,1800m,晴,稍重,4,3,牡2,55,"
嘉藤貴行
",11.5,4,454,+2
6131,2,ダート,1800m,晴,稍重,5,13,牡2,55,"
黛弘人
",124.4,11,498,+10
6132,2,ダート,1800m,晴,稍重,6,4,牡2,55,"
丹内祐次
",104.8,9,516,-2
6133,2,ダート,1800m,晴,稍重,7,14,牝2,54,"
柴田大知
",69.0,6,428,-4
6134,2,ダート,1800m,晴,稍重,8,9,牝2,54,"
宮崎北斗
",79.9,7,460,+8
6135,2,ダート,1800m,晴,稍重,9,1,牝2,54,"
松岡正海
",87.3,8,440,+6
6136,2,ダート,1800m,晴,稍重,10,7,牡2,55,"
アヴドゥ
",12.9,5,472,+6
6137,2,ダート,1800m,晴,稍重,11,11,牡2,52,"
野中悠太
",171.9,12,474,0
6138,2,ダート,1800m,晴,稍重,12,16,牡2,54,"
木幡巧也
",224.0,13,442,+2
6139,2,ダート,1800m,晴,稍重,13,5,牡2,55,"
石川裕紀
",121.8,10,508,+8
6140,2,ダート,1800m,晴,稍重,14,8,牝2,54,"
武士沢友
",472.8,16,466,0
6141,2,ダート,1800m,晴,稍重,15,2,牡2,55,"
嶋田純次
",244.5,14,458,+6
6142,2,ダート,1800m,晴,稍重,16,12,牡2,52,"
木幡育也
",303.4,15,478,-10
6143,3,ダート,1200m,晴,稍重,1,10,牡2,55,"
戸崎圭太
",2.3,1,472,+8
6144,3,ダート,1200m,晴,稍重,2,15,牡2,55,"
黛弘人
",6.5,3,474,-2
6145,3,ダート,1200m,晴,稍重,3,3,牡2,55,"
丹内祐次
",5.3,2,446,+6
6146,3,ダート,1200m,晴,稍重,4,2,牡2,55,"
内田博幸
",27.2,7,464,+8
6147,3,ダート,1200m,晴,稍重,5,1,牡2,52,"
野中悠太
",16.8,5,458,+4
6148,3,ダート,1200m,晴,稍重,6,12,牝2,54,"
武士沢友
",87.9,12,418,-2
6149,3,ダート,1200m,晴,稍重,7,8,牝2,54,"
大野拓弥
",6.6,4,478,-2
6150,3,ダート,1200m,晴,稍重,8,16,牡2,54,"
武藤雅
",21.2,6,466,+12
6151,3,ダート,1200m,晴,稍重,9,7,牝2,54,"
田中勝春
",28.7,8,450,-2
6152,3,ダート,1200m,晴,稍重,10,6,牡2,55,"
杉原誠人
",83.5,11,424,+8
6153,3,ダート,1200m,晴,稍重,11,9,牡2,55,"
北村友一
",29.4,9,516,0
6154,3,ダート,1200m,晴,稍重,12,13,牡2,52,"
木幡育也
",446.2,15,408,+4
6155,3,ダート,1200m,晴,稍重,13,5,牡2,54,"
木幡巧也
",52.1,10,462,+18
6156,3,ダート,1200m,晴,稍重,14,14,牡2,55,"
嘉藤貴行
",595.6,16,448,0
6157,3,ダート,1200m,晴,稍重,15,11,牝2,54,"
嶋田純次
",232.6,13,452,0
6158,3,ダート,1200m,晴,稍重,16,4,牝2,53,"
木幡初也
",376.8,14,472,-6
6159,4,芝,外1200m,晴,良,1,11,牡2,55,"
アヴドゥ
",7.4,3,498,+32
6160,4,芝,外1200m,晴,良,2,1,牝2,54,"
松岡正海
",67.3,7,472,+18
6161,4,芝,外1200m,晴,良,3,4,牝2,51,"
野中悠太
",15.3,4,404,+2
6162,4,芝,外1200m,晴,良,4,5,牝2,54,"
ルメール
",1.5,1,402,0
6163,4,芝,外1200m,晴,良,5,2,牝2,54,"
伊藤工真
",4.6,2,426,+2
6164,4,芝,外1200m,晴,良,6,14,牝2,54,"
西田雄一
",17.6,5,438,+8
6165,4,芝,外1200m,晴,良,7,9,牝2,53,"
木幡巧也
",67.3,8,416,-6
6166,4,芝,外1200m,晴,良,8,13,牝2,54,"
石川裕紀
",27.5,6,432,+16
6167,4,芝,外1200m,晴,良,9,12,牝2,54,"
丹内祐次
",292.1,13,440,0
6168,4,芝,外1200m,晴,良,10,16,牝2,54,"
武士沢友
",528.1,15,452,0
6169,4,芝,外1200m,晴,良,11,15,牡2,55,"
杉原誠人
",170.7,11,450,+6
6170,4,芝,外1200m,晴,良,12,3,牝2,53,"
木幡初也
",94.1,10,416,+14
6171,4,芝,外1200m,晴,良,13,7,牝2,53,"
武藤雅
",365.3,14,428,+8
6172,4,芝,外1200m,晴,良,14,6,牝2,54,"
北村宏司
",240.2,12,448,0
6173,4,芝,外1200m,晴,良,15,10,セ2,55,"
嘉藤貴行
",571.8,16,492,-8
6174,4,芝,外1200m,晴,良,16,8,牝2,51,"
木幡育也
",91.8,9,378,+10
6175,5,芝,1800m,晴,良,1,13,牡2,55,"
福永祐一
",10.3,4,494,0
6176,5,芝,1800m,晴,良,2,10,牡2,55,"
ルメール
",3.1,2,450,0
6177,5,芝,1800m,晴,良,3,4,牡2,55,"
戸崎圭太
",43.0,9,450,0
6178,5,芝,1800m,晴,良,4,5,牡2,55,"
黛弘人
",337.9,14,468,0
6179,5,芝,1800m,晴,良,5,8,牡2,55,"
マーフィ
",17.2,6,530,0
6180,5,芝,1800m,晴,良,6,14,牝2,54,"
アヴドゥ
",25.0,7,430,0
6181,5,芝,1800m,晴,良,7,9,牡2,55,"
Ｃ．デム
",2.3,1,444,0
6182,5,芝,1800m,晴,良,8,1,牡2,55,"
池添謙一
",16.5,5,458,0
6183,5,芝,1800m,晴,良,9,6,牝2,51,"
野中悠太
",61.6,10,452,0
6184,5,芝,1800m,晴,良,10,3,牝2,53,"
武藤雅
",260.9,13,446,0
6185,5,芝,1800m,晴,良,11,12,牡2,55,"
北村宏司
",39.2,8,516,0
6186,5,芝,1800m,晴,良,12,16,牝2,51,"
木幡育也
",190.9,12,446,0
6187,5,芝,1800m,晴,良,13,2,牝2,54,"
武士沢友
",496.5,16,470,0
6188,5,芝,1800m,晴,良,14,15,牝2,54,"
内田博幸
",145.2,11,452,0
6189,5,芝,1800m,晴,良,15,11,牝2,53,"
木幡巧也
",385.0,15,464,0
6190,5,芝,1800m,晴,良,16,7,牡2,55,"
ビュイッ
",9.0,3,450,0
6191,6,ダート,1800m,晴,良,1,3,牝2,54,"
三浦皇成
",1.8,1,508,0
6192,6,ダート,1800m,晴,良,2,7,牡2,55,"
田辺裕信
",41.1,9,532,0
6193,6,ダート,1800m,晴,良,3,1,牡2,54,"
木幡巧也
",8.2,3,502,0
6194,6,ダート,1800m,晴,良,4,11,牡2,55,"
村田一誠
",179.2,14,496,0
6195,6,ダート,1800m,晴,良,5,4,牡2,55,"
田中勝春
",76.9,12,498,0
6196,6,ダート,1800m,晴,良,6,12,牝2,54,"
嘉藤貴行
",87.4,13,452,0
6197,6,ダート,1800m,晴,良,7,14,セ2,52,"
野中悠太
",36.8,8,556,0
6198,6,ダート,1800m,晴,良,8,2,牡2,55,"
戸崎圭太
",31.5,7,468,0
6199,6,ダート,1800m,晴,良,9,13,牝2,54,"
横山典弘
",15.0,5,438,0
6200,6,ダート,1800m,晴,良,10,9,牡2,55,"
大野拓弥
",13.9,4,502,0
6201,6,ダート,1800m,晴,良,11,15,牡2,54,"
武藤雅
",44.5,10,494,0
6202,6,ダート,1800m,晴,良,12,16,牡2,55,"
北村宏司
",65.5,11,458,0
6203,6,ダート,1800m,晴,良,13,8,牡2,55,"
Ｃ．デム
",5.7,2,516,0
6204,6,ダート,1800m,晴,良,14,10,牡2,55,"
柴田大知
",224.6,15,504,0
6205,6,ダート,1800m,晴,良,15,6,牝2,51,"
木幡育也
",280.6,16,506,0
6206,6,ダート,1800m,晴,良,16,5,牡2,55,"
ビュイッ
",23.3,6,526,0
6207,7,芝,2000m,晴,良,1,10,牡2,55,"
ルメール
",1.5,1,490,-6
6208,7,芝,2000m,晴,良,2,5,牡2,55,"
アヴドゥ
",18.4,5,466,-2
6209,7,芝,2000m,晴,良,3,14,牡2,52,"
野中悠太
",114.1,11,466,+4
6210,7,芝,2000m,晴,良,4,12,牡2,55,"
ビュイッ
",5.4,2,478,+2
6211,7,芝,2000m,晴,良,5,1,牝2,54,"
マーフィ
",19.9,6,478,0
6212,7,芝,2000m,晴,良,6,6,牡2,55,"
田辺裕信
",7.4,3,512,+6
6213,7,芝,2000m,晴,良,7,17,牡2,55,"
柴田大知
",87.0,9,462,-4
6214,7,芝,2000m,晴,良,8,18,牡2,55,"
三浦皇成
",14.2,4,498,-2
6215,7,芝,2000m,晴,良,9,16,牝2,54,"
内田博幸
",82.5,8,460,+4
6216,7,芝,2000m,晴,良,10,4,牡2,54,"
木幡巧也
",243.4,13,434,-6
6217,7,芝,2000m,晴,良,11,2,牡2,55,"
武士沢友
",427.4,14,476,-4
6218,7,芝,2000m,晴,良,12,11,牡2,55,"
北村宏司
",190.8,12,474,+8
6219,7,芝,2000m,晴,良,13,9,牝2,54,"
北村友一
",101.3,10,470,-2
6220,7,芝,2000m,晴,良,14,15,牡2,55,"
石川裕紀
",651.6,17,492,0
6221,7,芝,2000m,晴,良,15,3,牡2,55,"
戸崎圭太
",52.9,7,480,+6
6222,7,芝,2000m,晴,良,16,7,牝2,54,"
黛弘人
",598.2,16,436,-8
6223,7,芝,2000m,晴,良,17,13,牡2,55,"
丹内祐次
",477.2,15,484,0
6224,7,芝,2000m,晴,良,18,8,牝2,54,"
村田一誠
",861.4,18,424,-8
6225,8,ダート,1800m,晴,良,1,15,牡3,56,"
ビュイッ
",1.8,1,508,+14
6226,8,ダート,1800m,晴,良,2,6,牡4,57,"
Ｃ．デム
",14.7,5,486,+20
6227,8,ダート,1800m,晴,良,3,12,牡4,57,"
横山典弘
",9.3,3,476,+10
6228,8,ダート,1800m,晴,良,4,2,牡3,56,"
アヴドゥ
",15.1,6,476,+14
6229,8,ダート,1800m,晴,良,5,3,セ4,57,"
川島信二
",215.3,12,478,+6
6230,8,ダート,1800m,晴,良,6,11,牡4,57,"
嘉藤貴行
",20.5,8,448,+2
6231,8,ダート,1800m,晴,良,7,16,牡4,56,"
木幡巧也
",15.7,7,518,+8
6232,8,ダート,1800m,晴,良,8,7,牡3,56,"
戸崎圭太
",11.2,4,452,0
6233,8,ダート,1800m,晴,良,9,5,牡4,57,"
内田博幸
",4.1,2,512,+2
6234,8,ダート,1800m,晴,良,10,1,牡3,56,"
村田一誠
",322.7,15,468,+8
6235,8,ダート,1800m,晴,良,11,13,牝5,55,"
伊藤工真
",266.6,14,492,+2
6236,8,ダート,1800m,晴,良,12,9,牝4,52,"
木幡育也
",250.6,13,466,0
6237,8,ダート,1800m,晴,良,13,4,牝3,53,"
武藤雅
",332.3,16,480,0
6238,8,ダート,1800m,晴,良,14,10,牝4,55,"
四位洋文
",145.8,9,504,+8
6239,8,ダート,1800m,晴,良,15,8,牡3,56,"
武士沢友
",184.0,11,494,+10
6240,8,ダート,1800m,晴,良,16,14,牡3,56,"
松岡正海
",181.1,10,490,+4
6241,9,芝,外1600m,晴,良,1,15,牡2,55,"
戸崎圭太
",4.6,2,450,0
6242,9,芝,外1600m,晴,良,2,12,牡2,55,"
アヴドゥ
",7.3,5,472,+10
6243,9,芝,外1600m,晴,良,3,8,牡2,55,"
Ｃ．デム
",3.1,1,474,+10
6244,9,芝,外1600m,晴,良,4,4,牡2,55,"
石川裕紀
",14.3,6,462,0
6245,9,芝,外1600m,晴,良,5,6,牝2,54,"
北村宏司
",367.5,14,454,-4
6246,9,芝,外1600m,晴,良,6,5,牡2,55,"
福永祐一
",19.4,7,460,0
6247,9,芝,外1600m,晴,良,7,11,牡2,55,"
内田博幸
",21.4,8,510,+8
6248,9,芝,外1600m,晴,良,8,3,牡2,55,"
三浦皇成
",5.9,3,496,0
6249,9,芝,外1600m,晴,良,9,7,牝2,54,"
柴田大知
",84.3,10,456,+6
6250,9,芝,外1600m,晴,良,10,2,牝2,54,"
勝浦正樹
",148.5,11,454,+6
6251,9,芝,外1600m,晴,良,11,14,牡2,55,"
北村友一
",154.5,12,448,+4
6252,9,芝,外1600m,晴,良,12,10,牝2,54,"
柴田善臣
",201.1,13,484,+8
6253,9,芝,外1600m,晴,良,13,13,牡2,55,"
武藤雅
",54.8,9,454,+14
6254,9,芝,外1600m,晴,良,14,9,牝2,54,"
大野拓弥
",7.2,4,478,+10
6255,9,芝,外1600m,晴,良,15,1,牡2,55,"
嘉藤貴行
",905.2,15,456,0
6256,10,ダート,1200m,晴,良,1,15,牡3,56,"
マーフィ
",16.4,6,478,+4
6257,10,ダート,1200m,晴,良,2,6,牡3,56,"
北村友一
",14.2,4,480,+6
6258,10,ダート,1200m,晴,良,3,3,牝4,55,"
横山典弘
",17.1,7,488,+16
6259,10,ダート,1200m,晴,良,4,11,牡4,57,"
池添謙一
",18.4,8,518,0
6260,10,ダート,1200m,晴,良,5,8,セ7,57,"
アヴドゥ
",32.6,10,478,0
6261,10,ダート,1200m,晴,良,6,9,牡5,57,"
Ｃ．デム
",3.1,1,532,+6
6262,10,ダート,1200m,晴,良,7,2,牡5,57,"
内田博幸
",78.1,12,528,0
6263,10,ダート,1200m,晴,良,8,1,牝6,55,"
大野拓弥
",94.3,14,484,+8
6264,10,ダート,1200m,晴,良,9,10,牝4,55,"
ルメール
",3.6,2,498,+14
6265,10,ダート,1200m,晴,良,10,12,セ5,57,"
戸崎圭太
",16.4,5,486,0
6266,10,ダート,1200m,晴,良,11,4,牡3,56,"
勝浦正樹
",84.9,13,514,+4
6267,10,ダート,1200m,晴,良,12,5,牡6,57,"
武士沢友
",29.5,9,492,+16
6268,10,ダート,1200m,晴,良,13,7,牝4,55,"
松岡正海
",181.0,16,474,+4
6269,10,ダート,1200m,晴,良,14,16,セ5,57,"
田辺裕信
",33.8,11,508,-2
6270,10,ダート,1200m,晴,良,15,13,牡3,56,"
三浦皇成
",4.7,3,476,+12
6271,10,ダート,1200m,晴,良,16,14,牝6,55,"
西田雄一
",160.5,15,478,+10
6272,11,芝,外1600m,晴,良,1,3,牝4,56,"
横山典弘
",9.9,5,512,-2
6273,11,芝,外1600m,晴,良,2,7,牝3,54,"
北村友一
",33.5,10,450,+8
6274,11,芝,外1600m,晴,良,3,6,牝5,55,"
柴田善臣
",58.3,13,462,+6
6275,11,芝,外1600m,晴,良,4,13,牝5,55,"
マーフィ
",8.3,4,474,-2
6276,11,芝,外1600m,晴,良,5,11,牝4,53,"
福永祐一
",8.0,3,450,-8
6277,11,芝,外1600m,晴,良,6,9,牝4,54,"
Ｃ．デム
",13.7,6,450,+2
6278,11,芝,外1600m,晴,良,7,2,牝4,53,"
三浦皇成
",23.3,9,480,+8
6279,11,芝,外1600m,晴,良,8,10,牝3,55,"
ビュイッ
",3.1,1,500,+6
6280,11,芝,外1600m,晴,良,9,12,牝5,55,"
川島信二
",39.5,12,458,-6
6281,11,芝,外1600m,晴,良,10,4,牝3,52,"
大野拓弥
",20.9,8,474,+2
6282,11,芝,外1600m,晴,良,11,5,牝4,54,"
ルメール
",3.9,2,480,+10
6283,11,芝,外1600m,晴,良,12,14,牝5,53,"
四位洋文
",34.2,11,486,-4
6284,11,芝,外1600m,晴,良,13,8,牝5,52,"
田中勝春
",200.7,16,486,+8
6285,11,芝,外1600m,晴,良,14,15,牝4,55,"
池添謙一
",19.3,7,466,-4
6286,11,芝,外1600m,晴,良,15,1,牝3,52,"
藤岡康太
",183.7,15,424,-10
6287,11,芝,外1600m,晴,良,16,16,牝4,55,"
田辺裕信
",147.1,14,460,+6
6288,12,芝,外2200m,晴,良,1,3,牡3,55,"
ルメール
",3.9,2,480,+16
6289,12,芝,外2200m,晴,良,2,10,牡3,55,"
マーフィ
",6.4,5,448,+6
6290,12,芝,外2200m,晴,良,3,17,牝3,53,"
松岡正海
",63.5,10,440,0
6291,12,芝,外2200m,晴,良,4,5,セ5,57,"
田辺裕信
",3.6,1,522,0
6292,12,芝,外2200m,晴,良,5,13,牝3,50,"
野中悠太
",5.6,3,422,-2
6293,12,芝,外2200m,晴,良,6,9,牝3,52,"
武藤雅
",15.0,6,410,+12
6294,12,芝,外2200m,晴,良,7,2,牡3,55,"
柴田大知
",38.0,8,474,+6
6295,12,芝,外2200m,晴,良,8,16,牝3,53,"
杉原誠人
",60.0,9,464,+8
6296,12,芝,外2200m,晴,良,9,7,牡3,55,"
田中勝春
",310.7,18,494,0
6297,12,芝,外2200m,晴,良,10,14,セ4,57,"
北村宏司
",20.8,7,444,+10
6298,12,芝,外2200m,晴,良,11,1,牡3,52,"
木幡育也
",106.0,13,436,-2
6299,12,芝,外2200m,晴,良,12,11,牡4,57,"
武士沢友
",68.4,11,498,+12
6300,12,芝,外2200m,晴,良,13,15,牝4,55,"
勝浦正樹
",220.9,15,440,+4
6301,12,芝,外2200m,晴,良,14,18,牝3,53,"
戸崎圭太
",6.4,4,454,0
6302,12,芝,外2200m,晴,良,15,4,牡4,57,"
丹内祐次
",69.2,12,534,+36
6303,12,芝,外2200m,晴,良,16,12,牝3,53,"
三浦皇成
",228.2,16,478,-8
6304,12,芝,外2200m,晴,良,17,8,牡5,57,"
石川裕紀
",134.1,14,510,+12
