,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
17516,1800,0,4,9,54,1.9,1,-6,2,1600,3,1,0
17517,1800,0,5,2,56,59.8,8,0,5,1800,2,8,0
17518,1800,0,6,8,54,8.8,4,0,5,1800,8,4,0
17519,1800,0,7,1,56,86.5,10,-8,10,2000,7,13,0
17520,1800,0,8,6,54,18.3,5,-2,8,1600,15,16,0
17521,1800,0,9,3,54,75.6,9,-8,12,1800,14,10,0
17522,1800,0,10,4,53,50.5,7,-2,15,2000,9,11,0
17523,1800,0,11,7,53,236.1,12,0,11,2000,8,14,0
17524,1800,0,12,11,53,213.9,11,-10,15,1400,4,14,0
17525,1600,0,1,1,55,1.9,1,0,3,1600,10,2,110
17526,1600,0,2,4,56,7.1,4,0,1,1600,11,2,200
17527,1600,0,3,5,56,56.8,8,-6,4,1800,4,7,980
17528,1600,0,4,8,56,12.4,5,-6,1,1600,3,7,0
17529,1600,0,5,6,56,4.3,2,-4,3,1600,2,4,0
17530,1600,0,6,7,56,4.7,3,8,6,1600,5,4,0
17531,1600,0,7,3,54,33.4,6,-6,4,1400,3,6,0
17532,1600,0,8,2,56,41.9,7,-4,1,1800,4,12,0
17533,2400,0,1,6,55,9.6,5,4,12,2600,2,6,180
17534,2400,0,2,9,54,2.1,1,-4,2,2400,8,2,110
17535,2400,0,3,10,55,4.7,2,12,4,2400,2,2,140
17536,2400,0,4,2,54,25.9,7,6,8,2600,9,9,0
17537,2400,0,5,4,55,6.5,3,-2,2,2000,1,7,0
17538,2400,0,6,5,52,41.2,9,2,14,1800,6,6,0
17539,2400,0,7,8,54,9.7,6,2,9,3400,4,7,0
17540,2400,0,8,3,51,75.3,10,-2,7,2400,3,6,0
17541,2400,0,9,1,54,8.7,4,2,1,2400,7,2,0
17542,1400,1,1,1,54,46.3,12,-4,1,1600,9,4,940
17543,1400,1,1,6,54,6.3,3,-6,2,1400,5,1,940
17544,1400,1,3,15,54,13.1,6,4,1,1400,7,2,330
17545,1400,1,4,10,54,18.6,9,2,1,1200,2,2,0
17546,1400,1,5,9,54,12.4,5,-2,1,1400,10,5,0
17547,1400,1,6,7,54,68.6,13,6,1,1200,12,2,0
17548,1400,1,7,5,54,3,1,-2,2,1400,5,1,0
17549,1400,1,8,4,54,97.5,15,-6,5,1600,8,9,0
17550,1400,1,9,8,54,14.9,7,-8,1,1200,9,1,0
17551,1400,1,10,11,54,9.8,4,6,2,1600,8,4,0
17552,1400,1,11,12,54,5.5,2,-8,1,1400,7,1,0
17553,1400,1,12,3,54,116.1,16,0,12,1600,4,11,0
17554,1400,1,13,14,54,241.6,18,0,1,1200,17,1,0
17555,1400,1,14,2,54,45.2,11,-8,1,1200,15,2,0
17556,1400,1,15,17,54,17.3,8,-4,4,1400,2,2,0
17557,1400,1,16,18,54,75.3,14,10,14,1600,8,16,0
17558,1400,1,17,16,54,21.1,10,-4,1,1400,12,2,0
17559,1400,1,18,13,54,158.4,17,-2,14,1600,7,11,0
17560,1800,1,1,9,54,1.9,1,2,2,1600,3,3,120
17561,1800,1,2,4,54,23,8,-4,6,1600,14,7,390
17562,1800,1,3,3,54,14.3,7,-8,3,1600,1,10,280
17563,1800,1,4,5,54,11.9,4,-8,7,1200,3,8,0
17564,1800,1,5,8,54,4.7,2,-2,2,1800,10,6,0
17565,1800,1,6,15,54,13.4,5,4,3,1800,1,9,0
17566,1800,1,7,14,54,77.6,11,0,5,1800,14,11,0
17567,1800,1,8,6,54,36.8,9,-8,7,2000,13,14,0
17568,1800,1,9,1,54,53.6,10,0,5,1700,1,7,0
17569,1800,1,10,13,54,14.1,6,2,4,2000,14,12,0
17570,1800,1,11,10,54,142.4,14,-10,9,1400,16,14,0
17571,1800,1,12,7,54,105.4,13,-4,7,2000,1,13,0
17572,1800,1,13,12,54,10.4,3,0,5,1800,12,3,0
17573,1800,1,14,2,54,251.4,16,-2,11,1600,9,12,0
17574,1800,1,15,11,54,245.6,15,0,5,1800,11,15,0
17575,1800,1,16,16,54,98.4,12,-2,9,1600,7,12,0
17576,2000,1,1,7,56,1.3,1,-8,2,2000,2,2,110
17577,2000,1,2,8,54,8.1,3,0,6,1600,12,10,200
17578,2000,1,3,12,54,183.5,12,-4,14,2000,5,12,1810
17579,2000,1,4,4,56,57.5,8,-8,12,2000,3,7,0
17580,2000,1,5,13,54,10.1,4,-8,8,1800,6,6,0
17581,2000,1,6,11,54,24.2,5,6,10,2000,17,10,0
17582,2000,1,7,3,56,34.9,6,-4,8,2000,3,7,0
17583,2000,1,8,9,56,35,7,-2,7,2200,5,8,0
17584,2000,1,9,1,53,179.6,11,-8,11,2000,1,18,0
17585,2000,1,10,2,54,7.9,2,10,8,1800,1,6,0
17586,2000,1,11,6,54,160.9,9,-7,5,1400,3,3,0
17587,2000,1,12,10,54,197.1,13,-4,14,1200,2,16,0
17588,2000,1,13,5,56,173.5,10,2,13,1800,5,10,0
17589,1200,1,1,7,56,2.7,1,2,5,1200,10,2,120
17590,1200,1,2,3,56,4.2,3,0,3,1600,5,8,130
17591,1200,1,3,8,56,3.1,2,0,9,1200,7,1,120
17592,1200,1,4,6,54,21.6,6,-10,7,1200,6,6,0
17593,1200,1,5,2,56,56.3,8,7,3,1400,8,6,0
17594,1200,1,6,9,56,6.1,4,8,3,1200,10,5,0
17595,1200,1,7,1,54,26.7,7,-1,2,1400,6,2,0
17596,1200,1,8,4,56,16.2,5,4,5,1200,2,6,0
17597,1200,1,9,5,54,127.8,9,-6,15,1600,9,12,0
17598,1800,1,1,6,57,11.1,5,4,7,1600,1,10,330
17599,1800,1,2,10,57,5,3,-4,1,1600,7,4,210
17600,1800,1,3,4,57,43.5,8,10,12,1800,15,13,730
17601,1800,1,4,5,57,4.1,2,-4,2,1800,5,3,0
17602,1800,1,5,2,57,9.9,4,4,5,1800,1,4,0
17603,1800,1,6,3,57,1.9,1,16,1,1800,5,1,0
17604,1800,1,7,9,57,30,6,-2,1,2000,4,6,0
17605,1800,1,8,7,57,35.7,7,0,4,2000,10,10,0
17606,1800,1,9,1,55,66.5,9,-2,13,1800,15,14,0
17607,2000,1,1,8,56,1.5,1,-8,1,2000,7,2,110
17608,2000,1,2,4,56,3.2,2,-2,1,1800,1,2,110
17609,2000,1,3,6,56,12.5,3,6,2,2000,8,6,150
17610,2000,1,4,7,56,55.8,9,-4,1,1800,15,2,0
17611,2000,1,5,2,56,28.2,6,-4,1,1800,4,1,0
17612,2000,1,6,9,56,32.3,7,-4,1,1800,14,1,0
17613,2000,1,7,10,56,24.9,5,2,1,2000,8,4,0
17614,2000,1,8,5,56,20.7,4,2,9,2000,7,7,0
17615,2000,1,9,1,56,47.3,8,-8,8,2000,2,2,0
17616,2000,1,10,3,56,217.5,10,-6,1,1600,3,7,0
17617,1600,1,1,12,54,11.9,6,-2,8,1800,14,6,290
17618,1600,1,2,11,54,3.6,2,-2,2,2000,8,3,130
17619,1600,1,3,1,56,3.3,1,-8,5,1600,10,1,150
17620,1600,1,4,9,56,5.7,3,-6,4,2000,6,4,0
17621,1600,1,5,10,56,15,7,-2,2,1800,2,4,0
17622,1600,1,6,7,56,18.2,8,-2,16,1800,6,8,0
17623,1600,1,7,4,54,7.9,4,0,5,1600,4,4,0
17624,1600,1,8,8,54,207.2,14,-10,9,1400,11,13,0
17625,1600,1,9,3,54,282.9,15,2,9,1600,7,11,0
17626,1600,1,10,2,56,26.9,9,2,10,1600,15,9,0
17627,1600,1,11,16,56,11.9,5,-2,6,2000,10,1,0
17628,1600,1,12,13,54,200.2,13,14,14,1600,6,8,0
17629,1600,1,13,15,56,160.6,12,0,8,2000,11,9,0
17630,1600,1,14,14,53,478.6,16,4,13,1200,14,16,0
17631,1600,1,15,5,56,69.2,10,0,5,1600,5,10,0
17632,1600,1,16,6,56,71.3,11,-20,12,1800,2,4,0
17633,2400,1,1,9,57,4.7,2,4,6,2000,10,6,160
17634,2400,1,2,4,57,4.7,3,-4,5,2600,2,3,160
17635,2400,1,3,10,57,4.5,1,-18,5,2200,14,5,160
17636,2400,1,4,3,56,7.7,4,0,3,2600,4,4,0
17637,2400,1,5,7,56,7.9,5,-8,8,2400,1,10,0
17638,2400,1,6,12,56,73.6,11,-4,14,1800,16,10,0
17639,2400,1,7,2,57,152.6,13,-4,13,1600,14,11,0
17640,2400,1,8,13,57,10.4,7,0,5,1800,8,4,0
17641,2400,1,9,5,57,89.9,12,8,11,2600,9,7,0
17642,2400,1,10,1,57,28.6,9,6,7,2600,3,7,0
17643,2400,1,11,6,56,16.3,8,2,2,2600,6,5,0
17644,2400,1,12,8,57,9.7,6,0,3,2600,1,6,0
17645,2400,1,13,11,56,38.2,10,4,8,1700,5,6,0
17646,1200,1,1,1,57,9.7,5,4,1,1200,3,12,390
17647,1200,1,2,5,55,21.9,9,-12,17,1200,2,7,630
17648,1200,1,3,12,55,155.2,12,4,14,1200,5,12,2510
17649,1200,1,4,8,55,13.7,7,-8,6,1200,9,7,0
17650,1200,1,5,6,57,10.3,6,-4,2,1200,18,16,0
17651,1200,1,6,7,55,6.4,3,0,13,1200,4,1,0
17652,1200,1,7,10,55,4,2,6,10,1400,3,6,0
17653,1200,1,8,11,57,122.7,11,-2,16,1400,17,16,0
17654,1200,1,9,2,57,14.3,8,-6,8,1200,17,12,0
17655,1200,1,10,3,57,62.1,10,4,13,1200,13,8,0
17656,1200,1,11,4,55,6.5,4,10,5,1200,2,13,0
17657,1200,1,12,9,55,3.6,1,-4,4,1400,3,5,0
17658,2000,1,1,6,54,4,2,-4,2,1800,7,1,140
17659,2000,1,2,2,55,3.3,1,-8,1,1800,7,1,160
17660,2000,1,3,3,54,10,5,2,1,2000,9,3,240
17661,2000,1,4,11,52,49.4,10,0,8,2500,12,8,0
17662,2000,1,5,7,55,6.8,4,-10,5,2000,2,6,0
17663,2000,1,6,10,54,14.1,7,-2,5,2400,2,3,0
17664,2000,1,7,1,52,6.5,3,-4,8,2000,6,5,0
17665,2000,1,8,12,54,28.1,9,-2,1,2000,11,12,0
17666,2000,1,9,4,54,77,12,0,7,1600,5,8,0
17667,2000,1,10,9,55,11.5,6,-6,5,2200,5,2,0
17668,2000,1,11,13,54,51.7,11,2,4,2000,4,9,0
17669,2000,1,12,8,55,17.8,8,0,6,1800,4,4,0
17670,2000,1,13,5,53,227.1,13,4,8,2750,9,4,0
17671,3000,1,1,10,57,2.2,1,-4,1,2200,8,7,140
17672,3000,1,2,7,56,20.3,6,-4,3,2200,1,4,390
17673,3000,1,3,1,56,41.2,10,-2,13,2400,15,11,820
17674,3000,1,4,6,56,30.7,9,0,4,3400,7,5,0
17675,3000,1,5,9,56,7.8,4,-2,7,3000,7,2,0
17676,3000,1,6,2,57,4.2,2,-2,12,2500,9,13,0
17677,3000,1,7,3,56,24.9,8,-2,5,2200,4,9,0
17678,3000,1,8,8,56,14.8,5,-4,1,3000,2,5,0
17679,3000,1,9,4,56,21.6,7,2,8,2200,7,6,0
17680,3000,1,10,11,54,5.6,3,-6,5,2000,4,6,0
17681,3000,1,11,5,56,119.4,11,-4,13,1800,2,12,0
17682,1400,0,1,6,54,4.7,2,0,5,1400,6,2,220
17683,1400,0,2,8,54,18,7,-10,10,1800,15,8,420
17684,1400,0,3,11,54,4.9,3,4,7,1400,2,2,170
17685,1400,0,4,2,56,7.8,5,-12,6,1600,7,10,0
17686,1400,0,5,5,56,5.8,4,-2,4,1800,7,1,0
17687,1400,0,6,13,54,133.5,13,0,5,1400,13,13,0
17688,1400,0,7,14,56,16.9,6,8,11,1400,13,6,0
17689,1400,0,8,4,56,43.8,8,0,12,1800,4,8,0
17690,1400,0,9,3,54,95.2,10,-4,12,1200,8,12,0
17691,1400,0,10,16,56,2.9,1,12,2,1800,11,1,0
17692,1400,0,11,7,56,100.1,12,14,11,1400,10,5,0
17693,1400,0,12,9,54,215.6,14,-3,6,1400,9,3,0
17694,1400,0,13,1,53,99,11,0,5,1400,1,11,0
17695,1400,0,14,15,56,231.8,15,0,5,1400,15,15,0
17696,1400,0,15,12,54,234.5,16,-4,10,1600,3,13,0
17697,1400,0,16,10,56,90.9,9,0,5,1400,10,9,0
17698,1400,0,1,4,54,4.7,3,0,2,1400,8,3,130
17699,1400,0,2,8,56,3.8,2,-6,4,1400,9,5,140
17700,1400,0,3,9,56,6,4,0,2,1600,3,8,170
17701,1400,0,4,3,56,12.4,6,0,5,1600,6,4,0
17702,1400,0,5,1,56,3.6,1,0,3,1400,5,2,0
17703,1400,0,6,2,56,29.7,7,-2,4,1400,2,6,0
17704,1400,0,7,7,54,36.8,8,-4,1,1200,1,2,0
17705,1400,0,8,11,56,7,5,0,1,1200,11,2,0
17706,1400,0,9,6,56,77,11,6,2,1200,7,7,0
17707,1400,0,10,10,56,62.8,10,-6,6,1400,7,8,0
17708,1400,0,11,12,54,147.5,12,-4,14,1600,14,5,0
17709,1400,0,12,5,56,38.6,9,-12,16,1400,13,11,0
17710,1800,0,1,7,54,4.9,2,-2,3,2000,5,8,180
17711,1800,0,2,6,54,44.2,8,6,12,1600,11,10,810
17712,1800,0,3,2,54,7.8,3,0,2,1400,8,2,220
17713,1800,0,4,1,54,9.5,6,-10,5,1400,4,3,0
17714,1800,0,5,11,54,14,7,-6,1,1600,16,3,0
17715,1800,0,6,4,54,135.3,10,-4,1,1800,11,7,0
17716,1800,0,7,9,54,9.4,5,-10,1,2000,5,1,0
17717,1800,0,8,8,54,2,1,-2,1,1800,11,2,0
17718,1800,0,9,3,54,213.7,11,6,12,1600,10,16,0
17719,1800,0,10,5,54,8.3,4,-4,1,1800,3,13,0
17720,1800,0,11,10,54,129.6,9,-2,6,1400,4,7,0
17721,1600,0,1,5,56,2.7,1,-6,4,1600,5,2,120
17722,1600,0,2,2,54,2.9,2,-6,2,1600,10,3,120
17723,1600,0,3,8,55,6.1,3,-2,5,1400,9,1,140
17724,1600,0,4,9,55,21.8,6,8,4,1600,12,5,0
17725,1600,0,5,10,55,6.7,4,0,1,1600,7,1,0
17726,1600,0,6,1,53,126.7,11,-14,16,1400,3,15,0
17727,1600,0,7,6,55,14.3,5,-4,16,1400,1,7,0
17728,1600,0,8,4,52,39.9,9,0,13,1400,14,12,0
17729,1600,0,9,3,50,241.4,12,-2,8,1600,4,11,0
17730,1600,0,10,7,53,58.1,10,2,10,1800,2,9,0
17731,1600,0,11,12,52,32.2,8,2,8,1800,6,9,0
17732,1600,0,12,11,52,30.1,7,-2,1,1400,16,1,0
17733,1800,0,1,1,56,5.1,3,0,1,1800,2,2,150
17734,1800,0,2,2,56,4.6,2,16,1,1800,12,1,160
17735,1800,0,3,13,56,3.2,1,-8,4,1800,3,1,130
17736,1800,0,4,5,57,14.3,7,-2,13,1600,11,4,0
17737,1800,0,5,11,56,6.6,4,-2,2,1600,1,10,0
17738,1800,0,6,6,56,14.8,8,-4,2,1800,11,4,0
17739,1800,0,7,7,56,85.3,11,2,1,1800,8,7,0
17740,1800,0,8,3,56,11.2,5,-6,3,1800,4,5,0
17741,1800,0,9,4,56,19.3,9,-2,1,1600,6,2,0
17742,1800,0,10,9,56,14,6,0,8,1600,5,1,0
17743,1800,0,11,8,56,274.1,13,2,6,1800,5,8,0
17744,1800,0,12,10,56,65.4,10,0,6,1800,5,6,0
17745,1800,0,13,12,56,190.9,12,-10,1,1800,12,1,0
17746,1800,0,1,11,55,69.7,10,0,5,1800,11,10,1940
17747,1800,0,2,15,56,2.6,1,12,4,1600,1,2,170
17748,1800,0,3,4,56,21.5,7,-24,9,1700,3,11,560
17749,1800,0,4,12,56,8.7,4,0,3,1800,12,6,0
17750,1800,0,5,6,56,4.8,3,0,5,2200,1,3,0
17751,1800,0,6,10,55,36.1,9,2,6,1800,15,6,0
17752,1800,0,7,1,53,9,5,-6,4,2000,5,5,0
17753,1800,0,8,2,56,4.4,2,2,4,1800,16,1,0
17754,1800,0,9,7,56,16.9,6,-4,4,2000,2,9,0
17755,1800,0,10,17,56,28.7,8,-4,5,1800,2,8,0
17756,1800,0,11,16,54,133.7,11,-6,9,1800,3,8,0
17757,1800,0,12,13,56,291.4,15,12,8,2000,2,8,0
17758,1800,0,13,14,56,425.8,18,2,11,2000,3,14,0
17759,1800,0,14,18,53,177,14,8,15,1800,6,11,0
17760,1800,0,15,9,56,410.5,17,-2,16,1400,3,13,0
17761,1800,0,16,3,56,137.6,12,-10,7,1200,3,11,0
17762,1800,0,17,5,54,142.2,13,2,11,1400,1,5,0
17763,1800,0,18,8,56,330.1,16,-2,13,1800,1,11,0
17764,2400,0,1,3,56,1.8,1,-6,2,2400,4,8,110
17765,2400,0,2,9,56,26.8,5,2,6,1800,4,6,400
17766,2400,0,3,7,56,9,4,-8,8,2000,1,4,200
17767,2400,0,4,1,55,5.6,3,-6,7,1900,9,7,0
17768,2400,0,5,5,56,29.4,6,0,7,2000,12,14,0
17769,2400,0,6,8,56,3.3,2,0,3,2000,11,3,0
17770,2400,0,7,10,56,122.9,9,-6,14,2000,2,15,0
17771,2400,0,8,6,55,69,8,-2,10,2000,10,12,0
17772,2400,0,9,2,56,46.2,7,-4,9,1800,1,7,0
17773,2400,0,10,4,56,171.1,10,2,8,1900,8,8,0
17774,2000,0,1,5,55,33.5,6,-6,10,2000,1,8,340
17775,2000,0,2,3,55,3,1,-6,9,1800,5,4,140
17776,2000,0,3,8,55,3.3,3,-2,2,2000,5,1,140
17777,2000,0,4,6,55,7.3,4,-2,6,2000,5,2,0
17778,2000,0,5,7,55,8.7,5,6,3,1800,9,7,0
17779,2000,0,6,4,55,51.7,8,-2,7,2000,7,10,0
17780,2000,0,7,2,55,3.3,2,12,4,2000,8,1,0
17781,2000,0,8,1,55,39.9,7,6,15,1800,13,12,0
17782,1200,0,1,1,57,2,1,-4,1,1200,10,3,140
17783,1200,0,2,4,55,42.2,9,-12,9,1400,13,7,750
17784,1200,0,3,2,57,19.5,7,-2,8,1400,10,11,350
17785,1200,0,4,11,57,17.7,6,-4,4,1200,13,2,0
17786,1200,0,5,5,55,5.2,2,-6,2,1200,1,2,0
17787,1200,0,6,6,55,45.2,10,4,4,1200,5,7,0
17788,1200,0,7,7,55,5.8,3,-12,3,1200,6,1,0
17789,1200,0,8,9,55,9.9,5,-2,13,1200,8,1,0
17790,1200,0,9,8,57,164.8,11,0,14,3000,11,7,0
17791,1200,0,10,3,55,285,12,4,15,1200,5,17,0
17792,1200,0,11,10,57,22.5,8,0,9,1200,12,6,0
17793,1200,0,12,12,55,9.7,4,0,3,1200,6,4,0
17794,1600,0,1,11,56,11.1,6,-4,4,1600,10,3,320
17795,1600,0,2,9,56,5.8,3,-4,2,1800,8,1,190
17796,1600,0,3,2,56,5.4,2,-8,1,1800,3,4,250
17797,1600,0,4,15,56,4,1,-2,3,1800,15,3,0
17798,1600,0,5,10,57,21.8,9,0,5,1800,6,5,0
17799,1600,0,6,14,56,23.4,10,-8,6,1600,4,15,0
17800,1600,0,7,12,56,85.3,15,-2,7,1600,9,8,0
17801,1600,0,8,4,57,21.8,8,2,1,1800,3,13,0
17802,1600,0,9,16,56,171.2,16,0,12,1400,8,17,0
17803,1600,0,10,7,56,20.8,7,-2,6,1800,10,6,0
17804,1600,0,11,1,56,6.3,4,-6,3,2000,6,1,0
17805,1600,0,12,3,56,74.2,14,4,9,1600,10,8,0
17806,1600,0,13,5,54,34.8,12,-12,12,1400,2,6,0
17807,1600,0,14,8,56,39.6,13,4,1,1600,10,7,0
17808,1600,0,15,6,56,30,11,0,11,1800,12,8,0
17809,1600,0,16,13,56,10.2,5,4,7,2000,9,4,0
17810,1600,0,17,17,56,324.4,17,-4,12,1800,4,12,0
17811,1800,0,1,12,54,2.9,1,0,5,1800,12,1,150
17812,1800,0,2,6,53,29.7,8,-2,8,1800,16,2,600
17813,1800,0,3,7,54,4,3,-4,3,1600,1,5,140
17814,1800,0,4,15,54,3.9,2,-2,2,2000,4,2,0
17815,1800,0,5,10,54,11.8,5,0,5,1800,8,2,0
17816,1800,0,6,11,54,12.8,6,4,2,1800,4,8,0
17817,1800,0,7,13,54,20.2,7,-14,6,1600,8,2,0
17818,1800,0,8,9,53,86.7,11,-2,6,1400,10,7,0
17819,1800,0,9,3,54,11.3,4,0,5,2000,2,4,0
17820,1800,0,10,5,54,312.8,15,0,9,1800,3,9,0
17821,1800,0,11,4,54,66.8,10,-6,10,1600,8,9,0
17822,1800,0,12,1,53,175.6,13,-8,9,1800,10,8,0
17823,1800,0,13,2,54,285.8,14,2,11,1400,10,12,0
17824,1800,0,14,14,54,38.8,9,-8,8,1600,4,2,0
17825,1800,0,15,8,54,118.3,12,0,5,1800,8,12,0
17826,1800,0,16,16,54,406.9,16,0,9,2000,9,14,0
17827,2000,0,1,12,56,4.2,3,0,4,2200,12,1,170
17828,2000,0,2,9,56,4.2,2,-8,2,2200,7,4,170
17829,2000,0,3,14,53,29.4,9,2,4,2000,13,4,540
17830,2000,0,4,7,56,23.4,7,-2,4,2000,4,8,0
17831,2000,0,5,4,56,36.1,10,0,8,1800,4,1,0
17832,2000,0,6,5,56,4.8,4,8,3,2200,13,5,0
17833,2000,0,7,13,56,4,1,-4,2,2200,3,2,0
17834,2000,0,8,3,53,12,5,-8,7,2000,17,1,0
17835,2000,0,9,8,53,396.3,14,-4,10,2000,15,14,0
17836,2000,0,10,2,56,18.6,6,0,13,1800,8,1,0
17837,2000,0,11,6,56,74.6,12,4,12,2000,15,9,0
17838,2000,0,12,10,56,83.2,13,8,9,2000,1,8,0
17839,2000,0,13,15,56,57.5,11,0,5,2000,15,11,0
17840,2000,0,14,1,51,26.1,8,0,6,1800,8,4,0
17841,2000,0,15,11,53,426.8,15,-6,14,1800,1,13,0
17842,2000,0,1,4,54,35.7,8,20,9,2200,1,14,790
17843,2000,0,2,5,57,4.8,3,6,4,1800,7,1,190
17844,2000,0,3,7,54,106,10,-2,12,1800,4,16,1550
17845,2000,0,4,8,57,4.1,2,-4,5,2000,4,4,0
17846,2000,0,5,10,57,30.6,7,16,6,2600,1,10,0
17847,2000,0,6,1,57,6.4,4,-8,8,1800,9,9,0
17848,2000,0,7,3,57,11.9,5,-6,10,2200,7,6,0
17849,2000,0,8,9,54,43.9,9,-6,16,1900,14,7,0
17850,2000,0,9,2,57,2.5,1,12,4,1800,5,3,0
17851,2400,1,1,2,56,8.9,6,-2,1,2200,7,2,250
17852,2400,1,2,4,56,4.4,2,14,4,2000,6,2,170
17853,2400,1,3,8,56,5.4,3,-2,2,2400,5,2,150
17854,2400,1,4,9,56,8,5,-4,1,2000,6,2,0
17855,2400,1,5,3,56,7.6,4,-2,2,2400,3,1,0
17856,2400,1,6,5,56,22,7,-2,1,2200,9,1,0
17857,2400,1,7,7,56,2.7,1,0,3,2200,1,4,0
17858,2400,1,8,6,56,35.1,9,-4,1,2200,6,3,0
17859,2400,1,9,1,54,24,8,-6,1,1800,12,9,0
17860,1400,1,1,4,57,5.8,4,-6,10,1400,4,1,180
17861,1400,1,2,10,57,6.8,5,-2,4,1600,9,6,170
17862,1400,1,3,9,55,3.2,1,4,3,1400,2,1,140
17863,1400,1,4,7,55,37.1,10,2,11,1400,8,10,0
17864,1400,1,5,2,55,4.8,2,-2,3,1400,4,6,0
17865,1400,1,6,8,57,5,3,10,2,1400,1,3,0
17866,1400,1,7,5,55,15.2,6,0,11,1400,16,1,0
17867,1400,1,8,1,57,15.5,7,22,1,1600,10,6,0
17868,1400,1,9,6,55,29.4,8,-8,8,1400,4,7,0
17869,1400,1,10,3,55,32,9,0,5,1400,9,10,0
17870,1600,1,1,10,54,12.1,5,0,5,1600,10,5,320
17871,1600,1,2,12,56,3.2,1,-4,3,1600,1,1,140
17872,1600,1,3,14,56,3.8,2,-4,3,1600,12,4,150
17873,1600,1,4,16,56,12.5,6,2,5,1600,10,7,0
17874,1600,1,5,9,51,33.1,9,0,12,1400,15,3,0
17875,1600,1,6,5,56,21.3,7,-4,3,1400,3,8,0
17876,1600,1,7,18,56,5,3,-2,3,1400,18,1,0
17877,1600,1,8,15,54,283.2,17,6,15,1400,16,13,0
17878,1600,1,9,2,56,29.8,8,-8,7,1200,12,7,0
17879,1600,1,10,6,56,6.8,4,2,5,2000,8,1,0
17880,1600,1,11,3,54,134.1,13,-10,11,1200,13,8,0
17881,1600,1,12,13,56,84.7,11,0,9,1400,7,8,0
17882,1600,1,13,4,54,161.9,14,0,5,1600,4,14,0
17883,1600,1,14,11,54,433,18,-7,9,1400,9,2,0
17884,1600,1,15,8,51,62.4,10,-4,8,1800,6,5,0
17885,1600,1,16,17,56,115.6,12,0,5,1600,17,12,0
17886,1600,1,17,1,53,253.7,16,2,9,1800,3,8,0
17887,1600,1,18,7,55,212.7,15,-8,13,1800,10,15,0
17888,1200,0,1,9,54,9.8,5,2,9,3000,3,7,350
17889,1200,0,2,6,55,5.3,3,0,2,1200,8,2,180
17890,1200,0,3,5,55,119.8,15,-14,16,1400,1,16,2730
17891,1200,0,4,3,52,3.2,1,6,2,1200,4,2,0
17892,1200,0,5,11,57,14.8,6,2,5,1400,2,7,0
17893,1200,0,6,4,57,79.6,13,-2,16,1200,11,17,0
17894,1200,0,7,16,55,30.8,8,14,7,1200,15,6,0
17895,1200,0,8,7,55,3.8,2,4,7,1200,16,1,0
17896,1200,0,9,8,52,31.6,9,4,10,1600,2,13,0
17897,1200,0,10,10,57,147.1,16,-6,7,1200,1,12,0
17898,1200,0,11,1,54,73.6,12,-12,4,1400,2,2,0
17899,1200,0,12,14,57,59.7,11,-12,13,1200,3,6,0
17900,1200,0,13,13,57,34.3,10,2,18,1200,5,5,0
17901,1200,0,14,15,57,99.8,14,2,12,1400,15,12,0
17902,1200,0,15,2,57,20.6,7,0,9,1200,7,3,0
17903,1200,0,16,12,55,8.7,4,16,15,1000,3,3,0
17904,2000,0,1,11,57,6.2,5,-2,5,2400,4,3,200
17905,2000,0,2,2,57,6.1,4,-6,6,2000,11,5,210
17906,2000,0,3,1,57,4,2,-2,6,2000,7,4,170
17907,2000,0,4,4,57,11.6,6,4,1,1800,8,5,0
17908,2000,0,5,3,57,30.2,8,-4,11,2000,5,7,0
17909,2000,0,6,10,57,3.6,1,0,2,2000,4,4,0
17910,2000,0,7,8,57,18.3,7,0,7,1800,9,6,0
17911,2000,0,8,9,57,34.2,10,0,8,1800,7,7,0
17912,2000,0,9,5,57,145.8,11,0,15,2000,18,18,0
17913,2000,0,10,7,57,32.5,9,2,7,2000,13,7,0
17914,2000,0,11,6,57,6.1,3,2,1,1800,3,2,0
17915,2400,0,1,4,55,2.8,1,6,1,2200,2,2,120
17916,2400,0,2,1,55,4,2,0,4,2500,3,2,130
17917,2400,0,3,5,55,5.9,4,2,1,2400,6,5,140
17918,2400,0,4,3,55,4.1,3,2,15,2400,4,4,0
17919,2400,0,5,9,52,30.1,8,0,4,2000,11,10,0
17920,2400,0,6,7,52,20.7,6,-8,4,2400,5,6,0
17921,2400,0,7,6,51,154.3,9,-8,10,2500,1,11,0
17922,2400,0,8,8,56,26.9,7,0,7,1800,4,4,0
17923,2400,0,9,2,54,8.7,5,4,2,2000,12,3,0
17924,2000,0,1,3,57,22.2,9,-4,5,2000,10,3,450
17925,2000,0,2,6,57,4.1,2,2,5,2500,14,2,180
17926,2000,0,3,2,57,8.2,4,8,1,2400,3,2,320
17927,2000,0,4,1,57,37.4,10,-8,3,2200,12,2,0
17928,2000,0,5,9,57,9.3,5,-8,3,2000,8,1,0
17929,2000,0,6,7,57,3.2,1,-4,1,2500,8,3,0
17930,2000,0,7,13,57,119.5,13,0,1,1800,12,3,0
17931,2000,0,8,5,57,218.9,14,0,7,2000,9,9,0
17932,2000,0,9,14,57,57.6,11,-10,1,2200,8,6,0
17933,2000,0,10,4,57,14.3,8,-6,5,1800,9,3,0
