着順,レース,芝ダ,距離,天候,馬場,馬番,斤量,単勝,人気,馬体重,増減
3,12,0,1200,0,0,17,55.0,8.3,5,486,-2
4,12,0,1200,0,0,11,55.0,7.5,3,448,-4
5,12,0,1200,0,0,4,57.0,2.7,1,438,-4
6,12,0,1200,0,0,1,57.0,58.8,13,478,-10
7,12,0,1200,0,0,10,57.0,5.8,2,510,-8
8,12,0,1200,0,0,14,57.0,16.2,6,512,-2
9,12,0,1200,0,0,8,55.0,40.1,11,438,-6
10,12,0,1200,0,0,9,57.0,29.9,9,468,2
11,12,0,1200,0,0,15,55.0,31.5,10,500,-8
12,12,0,1200,0,0,6,57.0,18.4,7,468,14
13,12,0,1200,0,0,2,55.0,97.2,15,468,-4
14,12,0,1200,0,0,16,57.0,150.2,17,496,-2
15,12,0,1200,0,0,18,57.0,118.2,16,482,-10
16,12,0,1200,0,0,3,55.0,175.4,18,434,-4
17,12,0,1200,0,0,5,57.0,70.8,14,478,0
18,12,0,1200,0,0,7,57.0,58.5,12,462,0
1,1,1,1700,0,0,1,54.0,7.0,3,472,2
2,1,1,1700,0,0,2,54.0,1.9,1,470,0
3,1,1,1700,0,0,6,54.0,28.9,6,470,0
4,1,1,1700,0,0,8,51.0,3.9,2,416,-4
5,1,1,1700,0,0,10,53.0,8.4,4,482,-4
6,1,1,1700,0,0,14,54.0,60.8,9,464,1
7,1,1,1700,0,0,15,54.0,40.2,7,436,-2
8,1,1,1700,0,0,3,54.0,51.3,8,436,-10
9,1,1,1700,0,0,12,52.0,156.1,11,416,0
10,1,1,1700,0,0,4,51.0,197.0,12,462,10
11,1,1,1700,0,0,11,54.0,146.2,10,462,0
12,1,1,1700,0,0,7,53.0,358.0,14,478,2
13,1,1,1700,0,0,13,53.0,403.3,15,406,0
14,1,1,1700,0,0,9,51.0,10.0,5,454,-8
15,1,1,1700,0,0,5,54.0,254.4,13,456,-6
1,2,1,1000,0,0,9,56.0,12.4,5,518,-2
2,2,1,1000,0,0,14,56.0,2.0,1,500,6
3,2,1,1000,0,0,10,53.0,3.4,2,498,-4
4,2,1,1000,0,0,2,55.0,13.8,6,478,-12
5,2,1,1000,0,0,7,55.0,141.1,11,486,2
6,2,1,1000,0,0,13,53.0,10.6,4,500,-6
7,2,1,1000,0,0,6,56.0,7.1,3,460,-2
8,2,1,1000,0,0,3,56.0,33.4,7,486,0
9,2,1,1000,0,0,5,51.0,51.2,8,420,0
10,2,1,1000,0,0,4,56.0,111.3,10,482,-4
11,2,1,1000,0,0,12,54.0,495.3,14,472,6
12,2,1,1000,0,0,11,52.0,53.6,9,436,0
13,2,1,1000,0,0,1,56.0,173.3,12,468,2
14,2,1,1000,0,0,8,56.0,422.2,13,494,16
1,3,0,1200,0,0,2,51.0,3.6,2,484,2
2,3,0,1200,0,0,3,56.0,42.6,9,492,-3
3,3,0,1200,0,0,9,54.0,3.3,1,444,0
4,3,0,1200,0,0,1,54.0,7.8,4,490,4
5,3,0,1200,0,0,4,54.0,54.4,13,452,-18
6,3,0,1200,0,0,6,56.0,4.9,3,478,0
7,3,0,1200,0,0,8,56.0,51.1,12,450,-4
8,3,0,1200,0,0,17,54.0,8.1,5,452,4
9,3,0,1200,0,0,7,51.0,317.8,16,438,8
10,3,0,1200,0,0,13,54.0,41.3,8,410,-6
11,3,0,1200,0,0,11,54.0,50.9,11,410,0
12,3,0,1200,0,0,5,56.0,28.5,6,456,-10
13,3,0,1200,0,0,12,55.0,57.6,14,468,14
14,3,0,1200,0,0,18,53.0,375.0,17,448,-2
15,3,0,1200,0,0,15,56.0,31.3,7,444,4
16,3,0,1200,0,0,10,54.0,50.4,10,442,4
17,3,0,1200,0,0,16,53.0,440.3,18,392,-8
18,3,0,1200,0,0,14,54.0,116.2,15,438,2
1,4,0,2000,0,0,11,56.0,27.3,7,438,0
2,4,0,2000,0,0,6,56.0,4.0,2,510,4
3,4,0,2000,0,0,7,54.0,128.3,12,484,2
4,4,0,2000,0,0,8,56.0,4.4,3,458,-16
5,4,0,2000,0,0,3,56.0,11.9,4,470,2
6,4,0,2000,0,0,16,56.0,2.1,1,478,14
7,4,0,2000,0,0,4,55.0,33.6,8,506,2
8,4,0,2000,0,0,1,56.0,51.2,10,448,0
9,4,0,2000,0,0,14,53.0,479.4,17,416,-6
10,4,0,2000,0,0,12,56.0,21.5,5,512,-4
11,4,0,2000,0,0,15,53.0,73.9,11,504,0
12,4,0,2000,0,0,18,54.0,213.7,14,404,-6
13,4,0,2000,0,0,10,54.0,26.1,6,452,-4
14,4,0,2000,0,0,17,56.0,44.2,9,496,-4
15,4,0,2000,0,0,2,53.0,279.8,15,454,4
16,4,0,2000,0,0,5,54.0,284.3,16,438,-4
17,4,0,2000,0,0,9,51.0,567.8,18,438,-6
18,4,0,2000,0,0,13,54.0,173.0,13,450,-2
1,5,1,1000,0,0,9,55.0,6.9,5,556,-6
2,5,1,1000,0,0,14,57.0,5.5,4,524,-6
3,5,1,1000,0,0,7,55.0,4.8,2,502,8
4,5,1,1000,0,0,12,52.0,3.4,1,446,4
5,5,1,1000,0,0,5,55.0,13.0,6,500,2
6,5,1,1000,0,0,1,57.0,4.9,3,506,-4
7,5,1,1000,0,0,4,55.0,16.1,7,450,0
8,5,1,1000,0,0,2,57.0,43.3,9,464,0
9,5,1,1000,0,0,3,54.0,243.3,13,456,8
10,5,1,1000,0,0,6,54.0,61.3,10,448,10
10,5,1,1000,0,0,11,55.0,130.8,11,436,-6
12,5,1,1000,0,0,10,57.0,224.5,12,522,-2
13,5,1,1000,0,0,8,54.0,483.0,14,412,-2
1,6,0,1800,0,0,1,55.0,4.5,2,464,4
2,6,0,1800,0,0,8,54.0,6.5,3,426,-2
3,6,0,1800,0,0,7,55.0,2.2,1,436,2
4,6,0,1800,0,0,6,55.0,45.5,10,468,-4
5,6,0,1800,0,0,9,53.0,15.7,7,450,-10
6,6,0,1800,0,0,5,55.0,13.0,6,438,0
7,6,0,1800,0,0,4,52.0,12.3,5,438,0
7,6,0,1800,0,0,10,55.0,10.5,4,436,-16
9,6,0,1800,0,0,3,52.0,20.8,8,436,4
10,6,0,1800,0,0,2,54.0,83.9,12,462,-6
11,6,0,1800,0,0,12,53.0,42.8,9,488,-8
12,6,0,1800,0,0,11,54.0,59.2,11,478,-12
1,7,1,1700,0,0,8,55.0,2.5,1,480,-4
2,7,1,1700,0,0,6,56.0,2.9,2,488,14
3,7,1,1700,0,0,2,57.0,66.3,12,498,0
4,7,1,1700,0,0,13,57.0,14.0,6,472,-4
5,7,1,1700,0,0,11,57.0,10.3,4,480,2
6,7,1,1700,0,0,4,56.0,168.5,13,466,-8
7,7,1,1700,0,0,1,53.0,36.1,9,440,6
8,7,1,1700,0,0,7,57.0,55.1,10,500,0
9,7,1,1700,0,0,5,56.0,59.6,11,476,-2
10,7,1,1700,0,0,3,57.0,18.9,7,478,-6
11,7,1,1700,0,0,9,57.0,266.0,14,480,-6
12,7,1,1700,0,0,12,56.0,13.2,5,458,-10
13,7,1,1700,0,0,14,56.0,29.6,8,472,2
14,7,1,1700,0,0,10,53.0,10.2,3,504,-4
1,8,0,1800,0,0,9,57.0,3.7,2,502,8
2,8,0,1800,0,0,1,56.0,3.6,1,450,0
3,8,0,1800,0,0,13,55.0,54.8,14,496,-6
4,8,0,1800,0,0,8,56.0,30.2,9,518,-14
5,8,0,1800,0,0,5,54.0,41.6,10,436,0
6,8,0,1800,0,0,6,56.0,18.7,6,490,4
7,8,0,1800,0,0,15,57.0,79.5,15,504,-6
8,8,0,1800,0,0,12,54.0,8.8,4,502,-8
9,8,0,1800,0,0,3,57.0,14.3,5,424,-2
10,8,0,1800,0,0,16,56.0,53.0,13,460,-2
11,8,0,1800,0,0,7,56.0,24.3,7,474,-2
12,8,0,1800,0,0,4,53.0,50.0,12,480,2
13,8,0,1800,0,0,14,56.0,4.0,3,436,0
14,8,0,1800,0,0,11,57.0,49.0,11,452,-2
15,8,0,1800,0,0,2,56.0,249.8,16,460,-4
16,8,0,1800,0,0,10,56.0,29.6,8,496,-4
1,9,0,1200,0,0,12,54.0,18.1,6,458,-6
2,9,0,1200,0,0,17,55.0,3.6,2,470,-4
3,9,0,1200,0,0,6,55.0,42.0,10,430,0
4,9,0,1200,0,0,7,55.0,25.3,9,402,-10
5,9,0,1200,0,0,10,55.0,3.0,1,460,0
6,9,0,1200,0,0,8,55.0,10.5,4,426,6
7,9,0,1200,0,0,9,54.0,15.8,5,408,2
8,9,0,1200,0,0,13,54.0,108.0,14,432,-2
9,9,0,1200,0,0,1,55.0,18.1,7,464,0
10,9,0,1200,0,0,14,55.0,72.2,12,458,10
11,9,0,1200,0,0,15,55.0,5.2,3,440,-6
12,9,0,1200,0,0,3,52.0,19.8,8,436,0
13,9,0,1200,0,0,16,55.0,82.2,13,422,-6
14,9,0,1200,0,0,4,52.0,56.1,11,440,-4
15,9,0,1200,0,0,2,54.0,154.0,16,444,-6
16,9,0,1200,0,0,11,52.0,443.1,18,466,-8
17,9,0,1200,0,0,18,55.0,146.0,15,474,2
18,9,0,1200,0,0,5,55.0,278.4,17,452,-4
1,10,1,1700,0,0,15,56.0,3.7,2,498,-4
2,10,1,1700,0,0,9,56.0,21.8,7,484,-10
3,10,1,1700,0,0,5,56.0,5.3,3,514,-6
4,10,1,1700,0,0,10,56.0,28.6,9,478,-12
5,10,1,1700,0,0,11,56.0,3.3,1,460,0
6,10,1,1700,0,0,2,54.0,13.4,5,424,-4
7,10,1,1700,0,0,1,54.0,13.5,6,464,-6
8,10,1,1700,0,0,8,56.0,160.2,14,486,2
9,10,1,1700,0,0,13,54.0,23.8,8,460,-6
10,10,1,1700,0,0,16,54.0,40.9,11,480,6
11,10,1,1700,0,0,7,56.0,327.5,16,476,-6
12,10,1,1700,0,0,14,56.0,30.6,10,504,10
13,10,1,1700,0,0,3,54.0,83.8,13,460,0
14,10,1,1700,0,0,12,56.0,7.6,4,442,-10
15,10,1,1700,0,0,4,54.0,53.0,12,492,-8
16,10,1,1700,0,0,6,54.0,307.2,15,442,-2
1,11,0,2600,0,0,5,56.0,2.7,1,506,-10
2,11,0,2600,0,0,11,56.0,17.9,8,508,6
3,11,0,2600,0,0,4,56.0,3.5,2,436,-12
4,11,0,2600,0,0,2,57.0,73.4,10,474,-12
5,11,0,2600,0,0,6,57.0,13.8,7,480,0
6,11,0,2600,0,0,1,57.0,10.9,5,488,-4
7,11,0,2600,0,0,12,56.0,9.1,4,486,-2
8,11,0,2600,0,0,9,57.0,6.6,3,454,-2
9,11,0,2600,0,0,10,57.0,11.7,6,476,-4
10,11,0,2600,0,0,8,57.0,256.9,12,488,2
11,11,0,2600,0,0,3,54.0,64.7,9,426,-12
12,11,0,2600,0,0,7,57.0,90.8,11,520,-2
1,12,0,1200,0,0,15,57.0,5.9,4,496,4
2,12,0,1200,0,0,14,57.0,3.5,1,502,-2
3,12,0,1200,0,0,10,57.0,50.2,9,502,-6
4,12,0,1200,0,0,7,57.0,4.1,2,466,0
5,12,0,1200,0,0,3,55.0,53.7,10,444,-4
6,12,0,1200,0,0,5,55.0,4.9,3,476,-6
7,12,0,1200,0,0,11,55.0,120.3,14,448,-2
8,12,0,1200,0,0,6,57.0,139.3,15,464,-2
9,12,0,1200,0,0,1,57.0,25.4,8,480,-2
10,12,0,1200,0,0,2,55.0,9.1,5,474,0
11,12,0,1200,0,0,13,55.0,95.4,13,448,-4
12,12,0,1200,0,0,4,57.0,72.3,11,460,0
13,12,0,1200,0,0,12,55.0,81.7,12,438,0
14,12,0,1200,0,0,9,55.0,18.5,7,434,-10
15,12,0,1200,0,0,17,57.0,16.7,6,490,-8
16,12,0,1200,0,0,8,55.0,267.5,16,440,-6
17,12,0,1200,0,0,16,55.0,342.8,17,482,-2
1,1,1,1700,0,0,10,56.0,2.4,1,472,2
2,1,1,1700,0,0,13,56.0,5.4,3,526,14
3,1,1,1700,0,0,14,56.0,13.6,4,484,0
4,1,1,1700,0,0,7,56.0,20.3,6,484,0
5,1,1,1700,0,0,1,54.0,162.2,13,432,-2
6,1,1,1700,0,0,11,56.0,3.5,2,510,-2
7,1,1,1700,0,0,3,56.0,21.4,7,462,-4
8,1,1,1700,0,0,15,55.0,16.4,5,464,0
9,1,1,1700,0,0,12,56.0,35.4,10,482,2
10,1,1,1700,0,0,16,56.0,29.7,9,440,-4
11,1,1,1700,0,0,4,53.0,73.9,11,440,8
12,1,1,1700,0,0,8,53.0,203.9,14,440,-4
13,1,1,1700,0,0,6,56.0,24.8,8,474,2
14,1,1,1700,0,0,5,55.0,83.2,12,512,0
15,1,1,1700,0,0,2,54.0,278.0,15,462,2
16,1,1,1700,0,0,9,56.0,379.1,16,438,-24
1,2,1,1000,0,0,9,54.0,3.0,1,524,2
2,2,1,1000,0,0,2,54.0,9.7,5,472,-4
3,2,1,1000,0,0,12,57.0,5.0,2,500,6
4,2,1,1000,0,0,5,57.0,22.9,9,486,0
5,2,1,1000,0,0,11,55.0,8.1,4,488,6
6,2,1,1000,0,0,8,55.0,5.7,3,432,-2
7,2,1,1000,0,0,4,55.0,69.8,11,478,16
8,2,1,1000,0,0,1,54.0,131.4,13,480,14
9,2,1,1000,0,0,13,57.0,12.3,7,496,5
10,2,1,1000,0,0,14,54.0,19.7,8,450,-10
11,2,1,1000,0,0,3,52.0,10.4,6,520,2
12,2,1,1000,0,0,6,57.0,226.2,14,548,10
13,2,1,1000,0,0,7,55.0,48.4,10,476,-6
14,2,1,1000,0,0,10,55.0,94.1,12,438,-9
1,3,0,1800,0,0,3,54.0,9.9,4,430,0
2,3,0,1800,0,0,7,54.0,2.0,1,462,-10
3,3,0,1800,0,0,11,54.0,2.9,2,440,-2
4,3,0,1800,0,0,6,51.0,9.6,3,460,0
5,3,0,1800,0,0,9,54.0,159.0,11,438,2
6,3,0,1800,0,0,15,54.0,12.4,5,428,12
7,3,0,1800,0,0,1,54.0,99.6,8,472,12
8,3,0,1800,0,0,2,51.0,132.5,9,450,-8
9,3,0,1800,0,0,5,54.0,450.4,15,442,6
10,3,0,1800,0,0,14,54.0,201.2,12,504,-16
11,3,0,1800,0,0,13,54.0,288.5,13,436,2
12,3,0,1800,0,0,12,53.0,621.4,16,432,-2
13,3,0,1800,0,0,10,51.0,15.5,6,450,-6
14,3,0,1800,0,0,4,54.0,39.4,7,424,-2
15,3,0,1800,0,0,8,53.0,155.3,10,460,-8
16,3,0,1800,0,0,16,54.0,373.7,14,406,2
1,4,0,1200,0,0,17,54.0,4.9,2,430,6
2,4,0,1200,0,0,10,56.0,3.5,1,436,-6
3,4,0,1200,0,0,16,56.0,10.4,5,476,-4
4,4,0,1200,0,0,11,54.0,5.4,3,426,-8
5,4,0,1200,0,0,7,54.0,114.9,16,456,0
6,4,0,1200,0,0,4,54.0,7.9,4,386,-6
7,4,0,1200,0,0,6,53.0,21.5,8,418,-2
8,4,0,1200,0,0,5,54.0,117.7,17,474,-2
9,4,0,1200,0,0,8,51.0,14.4,6,424,0
10,4,0,1200,0,0,15,54.0,37.9,10,458,-2
11,4,0,1200,0,0,3,51.0,45.3,12,460,-6
12,4,0,1200,0,0,13,56.0,24.8,9,446,-14
13,4,0,1200,0,0,2,55.0,120.6,18,480,0
14,4,0,1200,0,0,1,54.0,42.4,11,446,-16
15,4,0,1200,0,0,12,53.0,47.3,13,462,0
16,4,0,1200,0,0,18,54.0,15.3,7,454,0
17,4,0,1200,0,0,14,53.0,67.8,14,416,0
18,4,0,1200,0,0,9,53.0,97.9,15,440,-4
1,5,0,1800,0,0,15,54.0,3.8,2,454,-10
2,5,0,1800,0,0,2,56.0,1.7,1,440,-4
3,5,0,1800,0,0,14,56.0,30.6,5,430,6
4,5,0,1800,0,0,5,54.0,5.3,3,456,8
5,5,0,1800,0,0,8,54.0,40.9,7,450,-6
6,5,0,1800,0,0,13,56.0,148.6,11,468,-8
7,5,0,1800,0,0,3,54.0,235.7,12,434,-4
8,5,0,1800,0,0,16,51.0,46.3,8,480,-4
9,5,0,1800,0,0,4,54.0,117.4,10,450,4
10,5,0,1800,0,0,11,56.0,13.0,4,468,-4
11,5,0,1800,0,0,10,51.0,296.6,13,442,4
12,5,0,1800,0,0,6,54.0,51.8,9,426,-12
13,5,0,1800,0,0,7,53.0,40.0,6,438,0
14,5,0,1800,0,0,12,51.0,438.8,16,386,2
15,5,0,1800,0,0,1,54.0,328.7,14,440,4
16,5,0,1800,0,0,9,54.0,415.3,15,416,-6
1,6,1,1700,0,0,11,53.0,6.1,4,492,2
2,6,1,1700,0,0,5,55.0,3.3,1,474,2
3,6,1,1700,0,0,10,54.0,4.5,3,508,-6
4,6,1,1700,0,0,1,55.0,27.9,6,446,-6
5,6,1,1700,0,0,6,53.0,8.5,5,486,-8
6,6,1,1700,0,0,13,54.0,3.3,2,468,-2
7,6,1,1700,0,0,8,54.0,37.0,7,476,2
8,6,1,1700,0,0,9,55.0,108.6,12,484,-8
9,6,1,1700,0,0,2,52.0,38.7,8,458,-12
10,6,1,1700,0,0,14,51.0,103.0,10,454,2
11,6,1,1700,0,0,4,55.0,452.5,16,470,4
12,6,1,1700,0,0,15,55.0,291.5,15,490,2
13,6,1,1700,0,0,3,53.0,249.1,14,416,-8
14,6,1,1700,0,0,12,54.0,39.4,9,452,-2
15,6,1,1700,0,0,16,54.0,105.1,11,448,-17
16,6,1,1700,0,0,7,54.0,180.4,13,446,-3
1,7,0,2600,0,0,10,56.0,2.8,1,492,0
2,7,0,2600,0,0,15,57.0,18.6,8,488,-10
3,7,0,2600,0,0,6,56.0,9.9,4,482,-4
4,7,0,2600,0,0,9,57.0,17.2,7,490,-2
5,7,0,2600,0,0,2,57.0,10.2,5,496,-8
6,7,0,2600,0,0,13,56.0,165.1,13,444,-2
7,7,0,2600,0,0,16,54.0,80.2,11,476,-8
8,7,0,2600,0,0,12,54.0,5.9,3,450,6
9,7,0,2600,0,0,5,56.0,3.3,2,464,4
10,7,0,2600,0,0,8,56.0,16.2,6,446,2
11,7,0,2600,0,0,7,53.0,61.6,9,486,0
12,7,0,2600,0,0,1,54.0,66.7,10,412,-2
13,7,0,2600,0,0,3,52.0,386.0,15,470,0
14,7,0,2600,0,0,14,56.0,268.9,14,496,-6
15,7,0,2600,0,0,4,55.0,414.3,16,482,-2
16,7,0,2600,0,0,11,57.0,159.8,12,476,-2
1,8,0,1200,0,0,11,57.0,115.6,14,516,-8
2,8,0,1200,0,0,13,55.0,31.2,10,504,-4
3,8,0,1200,0,0,2,55.0,29.6,9,418,-4
4,8,0,1200,0,0,15,57.0,12.8,4,514,-6
5,8,0,1200,0,0,6,57.0,28.4,8,466,4
6,8,0,1200,0,0,17,57.0,1.7,1,492,0
7,8,0,1200,0,0,12,55.0,137.3,15,468,-12
8,8,0,1200,0,0,4,55.0,17.3,6,482,-4
9,8,0,1200,0,0,3,55.0,227.2,17,426,0
10,8,0,1200,0,0,9,57.0,8.0,2,464,-2
11,8,0,1200,0,0,14,52.0,26.5,7,416,-2
12,8,0,1200,0,0,7,54.0,8.6,3,522,6
13,8,0,1200,0,0,18,57.0,174.6,16,446,-6
14,8,0,1200,0,0,8,55.0,39.4,12,474,6
15,8,0,1200,0,0,5,54.0,32.2,11,452,0
16,8,0,1200,0,0,16,57.0,114.9,13,468,4
17,8,0,1200,0,0,1,55.0,13.0,5,476,0
18,8,0,1200,0,0,10,52.0,234.1,18,428,-10
1,9,1,1700,0,0,7,57.0,2.8,1,520,16
2,9,1,1700,0,0,14,57.0,10.4,4,484,-6
3,9,1,1700,0,0,13,57.0,12.4,6,488,-2
4,9,1,1700,0,0,8,56.0,8.0,3,476,-10
5,9,1,1700,0,0,12,53.0,47.2,11,482,-2
6,9,1,1700,0,0,4,56.0,3.8,2,532,-2
7,9,1,1700,0,0,2,56.0,12.2,5,474,0
8,9,1,1700,0,0,5,57.0,17.0,7,480,-6
9,9,1,1700,0,0,6,55.0,287.5,15,464,-2
10,9,1,1700,0,0,15,56.0,76.1,13,482,10
11,9,1,1700,0,0,11,53.0,18.9,8,468,6
12,9,1,1700,0,0,16,56.0,23.3,9,486,6
13,9,1,1700,0,0,9,57.0,25.1,10,464,-8
14,9,1,1700,0,0,1,57.0,48.8,12,536,-12
15,9,1,1700,0,0,3,56.0,223.2,14,448,-2
16,9,1,1700,0,0,10,56.0,291.6,16,516,-2
1,10,0,2000,1,0,4,57.0,7.2,4,490,-6
2,10,0,2000,1,0,8,56.0,3.7,1,472,2
3,10,0,2000,1,0,7,57.0,5.0,3,450,-4
4,10,0,2000,1,0,5,56.0,14.3,8,418,10
5,10,0,2000,1,0,11,55.0,5.0,2,428,-4
6,10,0,2000,1,0,10,57.0,98.9,10,444,-6
7,10,0,2000,1,0,1,55.0,8.7,6,466,-10
8,10,0,2000,1,0,3,57.0,37.3,9,486,0
9,10,0,2000,1,0,9,57.0,11.8,7,490,-6
10,10,0,2000,1,0,12,54.0,110.7,11,436,-2
11,10,0,2000,1,0,2,57.0,319.0,12,502,0
12,10,0,2000,1,0,6,54.0,7.7,5,454,6
1,11,0,1800,1,0,9,57.0,6.0,3,478,-8
2,11,0,1800,1,0,11,57.0,2.9,1,462,-6
3,11,0,1800,1,0,2,57.0,7.4,4,514,4
4,11,0,1800,1,0,8,57.0,93.3,11,512,-4
5,11,0,1800,1,0,6,57.0,8.3,6,476,8
6,11,0,1800,1,0,5,57.0,32.9,9,498,-2
7,11,0,1800,1,0,1,55.0,5.0,2,512,-6
8,11,0,1800,1,0,10,57.0,8.2,5,468,-8
9,11,0,1800,1,0,3,56.0,11.3,7,484,6
10,11,0,1800,1,0,4,55.0,88.7,10,438,-2
11,11,0,1800,1,0,7,57.0,32.5,8,466,-12
1,12,0,1200,1,0,5,54.0,4.9,2,452,-2
2,12,0,1200,1,0,11,56.0,4.3,1,500,6
3,12,0,1200,1,0,18,55.0,25.7,10,466,-6
4,12,0,1200,1,0,9,53.0,5.7,3,458,-4
5,12,0,1200,1,0,2,50.0,48.4,14,504,2
6,12,0,1200,1,0,15,52.0,17.4,7,480,-2
7,12,0,1200,1,0,13,54.0,11.5,5,474,-6
8,12,0,1200,1,0,16,54.0,31.7,11,468,0
9,12,0,1200,1,0,6,56.0,37.8,13,460,-8
10,12,0,1200,1,0,7,53.0,16.5,6,446,0
11,12,0,1200,1,0,10,53.0,5.9,4,478,-8
12,12,0,1200,1,0,12,53.0,35.8,12,428,2
13,12,0,1200,1,0,4,53.0,22.7,9,438,0
14,12,0,1200,1,0,17,53.0,18.7,8,454,-8
15,12,0,1200,1,0,14,53.0,99.1,15,460,12
16,12,0,1200,1,0,1,52.0,113.8,16,434,-8
17,12,0,1200,1,0,8,52.0,118.6,17,420,-2
18,12,0,1200,1,0,3,51.0,225.9,18,448,-4
1,1,1,1000,0,0,9,53.0,4.0,3,464,-6
2,1,1,1000,0,0,14,54.0,77.5,10,472,-2
3,1,1,1000,0,0,11,51.0,6.7,4,436,0
4,1,1,1000,0,0,10,56.0,3.4,2,498,-8
5,1,1,1000,0,0,8,51.0,3.3,1,422,0
6,1,1,1000,0,0,13,53.0,9.5,5,430,2
7,1,1,1000,0,0,5,56.0,76.1,9,476,-2
8,1,1,1000,0,0,7,54.0,112.0,11,466,0
9,1,1,1000,0,0,12,54.0,257.9,13,456,6
10,1,1,1000,0,0,4,54.0,17.3,6,406,-4
11,1,1,1000,0,0,3,54.0,63.9,8,426,-10
12,1,1,1000,0,0,2,55.0,21.3,7,472,-8
13,1,1,1000,0,0,6,51.0,202.7,12,442,-6
1,2,1,1700,0,0,1,54.0,14.1,7,416,2
2,2,1,1700,0,0,11,56.0,4.5,1,496,-6
3,2,1,1700,0,0,9,53.0,8.8,5,484,0
4,2,1,1700,0,0,12,56.0,18.4,8,506,-10
5,2,1,1700,0,0,3,56.0,69.8,11,498,-2
6,2,1,1700,0,0,4,55.0,110.8,12,444,6
7,2,1,1700,0,0,8,54.0,30.8,10,458,-2
8,2,1,1700,0,0,7,55.0,6.0,4,470,-4
9,2,1,1700,0,0,16,54.0,23.2,9,432,0
10,2,1,1700,0,0,10,55.0,5.8,3,496,-6
11,2,1,1700,0,0,2,56.0,118.6,13,466,-10
12,2,1,1700,0,0,6,56.0,177.1,14,456,8
13,2,1,1700,0,0,13,56.0,9.0,6,482,-2
14,2,1,1700,0,0,5,53.0,4.5,2,490,-6
15,2,1,1700,0,0,14,54.0,211.4,16,430,4
16,2,1,1700,0,0,15,56.0,179.3,15,508,-8
1,3,0,1200,0,0,3,54.0,2.5,1,430,-6
2,3,0,1200,0,0,5,51.0,4.0,2,450,-4
3,3,0,1200,0,0,1,54.0,11.4,5,418,-12
4,3,0,1200,0,0,12,54.0,41.9,12,442,-2
5,3,0,1200,0,0,17,54.0,75.5,13,468,-6
6,3,0,1200,0,0,4,54.0,32.2,10,406,-4
7,3,0,1200,0,0,14,53.0,26.8,7,424,-6
8,3,0,1200,0,0,8,53.0,187.4,15,426,-6
9,3,0,1200,0,0,11,54.0,7.3,3,436,-4
10,3,0,1200,0,0,13,54.0,20.4,6,460,-26
11,3,0,1200,0,0,10,51.0,26.9,8,390,-2
12,3,0,1200,0,0,18,54.0,286.4,18,436,-2
13,3,0,1200,0,0,16,51.0,257.4,17,432,-6
14,3,0,1200,0,0,7,54.0,251.3,16,402,4
14,3,0,1200,0,0,15,52.0,33.9,11,446,2
16,3,0,1200,0,0,9,54.0,142.1,14,436,-6
17,3,0,1200,0,0,2,54.0,30.0,9,448,0
18,3,0,1200,0,0,6,54.0,9.0,4,430,0
1,4,0,2000,0,0,14,56.0,5.2,3,466,2
2,4,0,2000,0,0,9,56.0,1.9,1,486,8
3,4,0,2000,0,0,12,56.0,5.0,2,488,-2
4,4,0,2000,0,0,2,56.0,159.5,14,500,-4
5,4,0,2000,0,0,11,56.0,114.5,11,490,-4
6,4,0,2000,0,0,4,56.0,19.1,6,470,0
7,4,0,2000,0,0,1,56.0,70.9,10,428,-6
8,4,0,2000,0,0,6,56.0,61.0,9,470,2
9,4,0,2000,0,0,15,53.0,9.3,4,446,-2
10,4,0,2000,0,0,7,51.0,120.2,13,444,-8
11,4,0,2000,0,0,13,54.0,117.4,12,474,-6
12,4,0,2000,0,0,3,51.0,504.4,18,468,2
13,4,0,2000,0,0,16,56.0,36.8,7,460,8
14,4,0,2000,0,0,10,56.0,15.4,5,514,0
15,4,0,2000,0,0,17,56.0,193.6,16,432,2
16,4,0,2000,0,0,8,55.0,55.2,8,470,2
17,4,0,2000,0,0,5,54.0,395.0,17,410,0
18,4,0,2000,0,0,18,56.0,182.5,15,542,-4
1,5,0,1200,0,0,17,51.0,3.7,2,458,0
2,5,0,1200,0,0,4,56.0,5.5,3,494,2
3,5,0,1200,0,0,7,56.0,3.0,1,452,-2
4,5,0,1200,0,0,8,54.0,7.0,4,436,-2
5,5,0,1200,0,0,9,54.0,27.7,9,420,-2
6,5,0,1200,0,0,3,54.0,330.1,17,410,-4
7,5,0,1200,0,0,14,54.0,68.5,10,434,-16
8,5,0,1200,0,0,1,56.0,15.1,6,486,-6
9,5,0,1200,0,0,6,54.0,16.5,7,392,0
10,5,0,1200,0,0,13,56.0,12.3,5,472,-6
11,5,0,1200,0,0,2,54.0,576.0,18,416,2
12,5,0,1200,0,0,10,56.0,241.9,14,456,2
13,5,0,1200,0,0,15,52.0,317.4,16,390,-2
14,5,0,1200,0,0,16,56.0,26.0,8,478,-2
15,5,0,1200,0,0,12,54.0,74.9,11,416,-4
16,5,0,1200,0,0,5,56.0,284.7,15,414,-4
17,5,0,1200,0,0,11,54.0,116.5,12,402,-8
18,5,0,1200,0,0,18,54.0,233.8,13,424,-12
1,6,1,1000,0,0,2,52.0,4.1,2,456,-12
2,6,1,1000,0,0,14,55.0,19.2,7,474,-18
